D:\simulator-windows-64\IMG\center_2019_02_16_21_50_52_609.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_50_52_609.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_50_52_609.jpg, 1, 1, 0, 28.41917
D:\simulator-windows-64\IMG\center_2019_02_16_21_50_52_815.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_50_52_815.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_50_52_815.jpg, 1, 1, 0, 29.0146
D:\simulator-windows-64\IMG\center_2019_02_16_21_50_52_969.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_50_52_969.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_50_52_969.jpg, 1, 1, 0, 24.73837
D:\simulator-windows-64\IMG\center_2019_02_16_21_50_53_200.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_50_53_200.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_50_53_200.jpg, 0.3193578, 1, 0, 19.03606
D:\simulator-windows-64\IMG\center_2019_02_16_21_50_53_434.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_50_53_434.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_50_53_434.jpg, 0, 1, 0, 20.45168
D:\simulator-windows-64\IMG\center_2019_02_16_21_50_53_631.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_50_53_631.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_50_53_631.jpg, -0.6215994, 1, 0, 21.75889
D:\simulator-windows-64\IMG\center_2019_02_16_21_50_53_863.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_50_53_863.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_50_53_863.jpg, 0, 1, 0, 23.91079
D:\simulator-windows-64\IMG\center_2019_02_16_21_50_54_065.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_50_54_065.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_50_54_065.jpg, 0, 1, 0, 25.59971
D:\simulator-windows-64\IMG\center_2019_02_16_21_50_54_236.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_50_54_236.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_50_54_236.jpg, 0, 1, 0, 26.31007
D:\simulator-windows-64\IMG\center_2019_02_16_21_50_54_389.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_50_54_389.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_50_54_389.jpg, 0, 1, 0, 27.33434
D:\simulator-windows-64\IMG\center_2019_02_16_21_50_54_553.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_50_54_553.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_50_54_553.jpg, 0, 1, 0, 28.50364
D:\simulator-windows-64\IMG\center_2019_02_16_21_50_54_679.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_50_54_679.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_50_54_679.jpg, 0, 1, 0, 29.45007
D:\simulator-windows-64\IMG\center_2019_02_16_21_50_54_878.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_50_54_878.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_50_54_878.jpg, -0.5911686, 1, 0, 30.13735
D:\simulator-windows-64\IMG\center_2019_02_16_21_50_55_113.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_50_55_113.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_50_55_113.jpg, 0, 1, 0, 30.19058
D:\simulator-windows-64\IMG\center_2019_02_16_21_50_55_391.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_50_55_391.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_50_55_391.jpg, 0, 1, 0, 30.1906
D:\simulator-windows-64\IMG\center_2019_02_16_21_50_55_550.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_50_55_550.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_50_55_550.jpg, 0, 1, 0, 30.19095
D:\simulator-windows-64\IMG\center_2019_02_16_21_50_55_731.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_50_55_731.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_50_55_731.jpg, -0.5466577, 1, 0, 30.15307
D:\simulator-windows-64\IMG\center_2019_02_16_21_50_55_935.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_50_55_935.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_50_55_935.jpg, 0, 1, 0, 30.18946
D:\simulator-windows-64\IMG\center_2019_02_16_21_50_56_159.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_50_56_159.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_50_56_159.jpg, 0, 1, 0, 30.19018
D:\simulator-windows-64\IMG\center_2019_02_16_21_50_56_380.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_50_56_380.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_50_56_380.jpg, 0, 1, 0, 30.19031
D:\simulator-windows-64\IMG\center_2019_02_16_21_50_56_625.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_50_56_625.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_50_56_625.jpg, 0, 1, 0, 30.19029
D:\simulator-windows-64\IMG\center_2019_02_16_21_50_56_785.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_50_56_785.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_50_56_785.jpg, 0, 1, 0, 30.19029
D:\simulator-windows-64\IMG\center_2019_02_16_21_50_56_998.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_50_56_998.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_50_56_998.jpg, -0.6352246, 1, 0, 30.14154
D:\simulator-windows-64\IMG\center_2019_02_16_21_50_57_210.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_50_57_210.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_50_57_210.jpg, -0.003702402, 1, 0, 30.18998
D:\simulator-windows-64\IMG\center_2019_02_16_21_50_57_394.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_50_57_394.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_50_57_394.jpg, 0, 1, 0, 30.19029
D:\simulator-windows-64\IMG\center_2019_02_16_21_50_57_607.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_50_57_607.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_50_57_607.jpg, 0, 1, 0, 30.19003
D:\simulator-windows-64\IMG\center_2019_02_16_21_50_57_793.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_50_57_793.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_50_57_793.jpg, 0, 1, 0, 30.18955
D:\simulator-windows-64\IMG\center_2019_02_16_21_50_57_977.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_50_57_977.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_50_57_977.jpg, 0, 1, 0, 30.19023
D:\simulator-windows-64\IMG\center_2019_02_16_21_50_58_154.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_50_58_154.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_50_58_154.jpg, 0, 1, 0, 30.19044
D:\simulator-windows-64\IMG\center_2019_02_16_21_50_58_313.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_50_58_313.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_50_58_313.jpg, 0, 1, 0, 30.19035
D:\simulator-windows-64\IMG\center_2019_02_16_21_50_58_467.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_50_58_467.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_50_58_467.jpg, 0, 1, 0, 30.19036
D:\simulator-windows-64\IMG\center_2019_02_16_21_50_58_681.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_50_58_681.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_50_58_681.jpg, 0, 1, 0, 30.19033
D:\simulator-windows-64\IMG\center_2019_02_16_21_50_58_910.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_50_58_910.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_50_58_910.jpg, 0, 1, 0, 30.18939
D:\simulator-windows-64\IMG\center_2019_02_16_21_50_59_065.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_50_59_065.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_50_59_065.jpg, 0, 1, 0, 30.18972
D:\simulator-windows-64\IMG\center_2019_02_16_21_50_59_258.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_50_59_258.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_50_59_258.jpg, 0, 1, 0, 30.18996
D:\simulator-windows-64\IMG\center_2019_02_16_21_50_59_484.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_50_59_484.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_50_59_484.jpg, 0, 1, 0, 30.19033
D:\simulator-windows-64\IMG\center_2019_02_16_21_50_59_658.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_50_59_658.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_50_59_658.jpg, 0, 1, 0, 30.1903
D:\simulator-windows-64\IMG\center_2019_02_16_21_50_59_810.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_50_59_810.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_50_59_810.jpg, 0, 1, 0, 30.19028
D:\simulator-windows-64\IMG\center_2019_02_16_21_50_59_971.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_50_59_971.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_50_59_971.jpg, 0, 1, 0, 30.19031
D:\simulator-windows-64\IMG\center_2019_02_16_21_51_00_219.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_51_00_219.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_51_00_219.jpg, -0.7415432, 1, 0, 30.1363
D:\simulator-windows-64\IMG\center_2019_02_16_21_51_00_381.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_51_00_381.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_51_00_381.jpg, -0.2526903, 1, 0, 30.19506
D:\simulator-windows-64\IMG\center_2019_02_16_21_51_00_625.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_51_00_625.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_51_00_625.jpg, 0, 1, 0, 30.19026
D:\simulator-windows-64\IMG\center_2019_02_16_21_51_00_846.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_51_00_846.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_51_00_846.jpg, 0, 1, 0, 30.18946
D:\simulator-windows-64\IMG\center_2019_02_16_21_51_01_123.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_51_01_123.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_51_01_123.jpg, 0, 1, 0, 30.18938
D:\simulator-windows-64\IMG\center_2019_02_16_21_51_01_274.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_51_01_274.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_51_01_274.jpg, 0, 1, 0, 30.18996
D:\simulator-windows-64\IMG\center_2019_02_16_21_51_01_532.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_51_01_532.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_51_01_532.jpg, 0.7564035, 1, 0, 30.13344
D:\simulator-windows-64\IMG\center_2019_02_16_21_51_01_735.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_51_01_735.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_51_01_735.jpg, 0.1317669, 1, 0, 30.194
D:\simulator-windows-64\IMG\center_2019_02_16_21_51_01_917.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_51_01_917.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_51_01_917.jpg, 0, 1, 0, 30.19092
D:\simulator-windows-64\IMG\center_2019_02_16_21_51_02_247.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_51_02_247.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_51_02_247.jpg, 0, 1, 0, 30.19035
D:\simulator-windows-64\IMG\center_2019_02_16_21_51_02_641.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_51_02_641.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_51_02_641.jpg, -1, 1, 0, 30.09517
D:\simulator-windows-64\IMG\center_2019_02_16_21_51_02_855.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_51_02_855.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_51_02_855.jpg, -0.3688988, 1, 0, 30.19207
D:\simulator-windows-64\IMG\center_2019_02_16_21_51_03_113.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_51_03_113.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_51_03_113.jpg, 0, 1, 0, 30.18889
D:\simulator-windows-64\IMG\center_2019_02_16_21_51_03_376.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_51_03_376.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_51_03_376.jpg, 0, 1, 0, 30.18691
D:\simulator-windows-64\IMG\center_2019_02_16_21_51_03_611.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_51_03_611.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_51_03_611.jpg, 0.6955138, 1, 0, 30.12937
D:\simulator-windows-64\IMG\center_2019_02_16_21_51_03_806.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_51_03_806.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_51_03_806.jpg, 0.1055409, 1, 0, 30.1767
D:\simulator-windows-64\IMG\center_2019_02_16_21_51_03_949.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_51_03_949.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_51_03_949.jpg, 0, 1, 0, 30.19229
D:\simulator-windows-64\IMG\center_2019_02_16_21_51_04_168.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_51_04_168.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_51_04_168.jpg, 0, 1, 0, 30.19213
D:\simulator-windows-64\IMG\center_2019_02_16_21_51_04_422.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_51_04_422.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_51_04_422.jpg, 0, 1, 0, 30.19315
D:\simulator-windows-64\IMG\center_2019_02_16_21_51_04_603.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_51_04_603.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_51_04_603.jpg, 0, 1, 0, 30.19104
D:\simulator-windows-64\IMG\center_2019_02_16_21_51_04_843.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_51_04_843.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_51_04_843.jpg, 0, 1, 0, 30.19083
D:\simulator-windows-64\IMG\center_2019_02_16_21_51_05_032.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_51_05_032.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_51_05_032.jpg, 0, 1, 0, 30.19082
D:\simulator-windows-64\IMG\center_2019_02_16_21_51_05_268.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_51_05_268.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_51_05_268.jpg, 0, 1, 0, 30.19039
D:\simulator-windows-64\IMG\center_2019_02_16_21_51_05_520.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_51_05_520.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_51_05_520.jpg, 0, 1, 0, 30.19345
D:\simulator-windows-64\IMG\center_2019_02_16_21_51_05_799.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_51_05_799.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_51_05_799.jpg, 0, 1, 0, 30.19032
D:\simulator-windows-64\IMG\center_2019_02_16_21_51_06_012.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_51_06_012.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_51_06_012.jpg, -0.6538324, 1, 0, 30.1436
D:\simulator-windows-64\IMG\center_2019_02_16_21_51_06_173.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_51_06_173.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_51_06_173.jpg, -0.1692097, 1, 0, 30.19343
D:\simulator-windows-64\IMG\center_2019_02_16_21_51_06_341.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_51_06_341.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_51_06_341.jpg, 0, 1, 0, 30.19004
D:\simulator-windows-64\IMG\center_2019_02_16_21_51_06_561.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_51_06_561.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_51_06_561.jpg, 0, 1, 0, 30.1903
D:\simulator-windows-64\IMG\center_2019_02_16_21_51_06_746.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_51_06_746.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_51_06_746.jpg, 0, 1, 0, 30.19031
D:\simulator-windows-64\IMG\center_2019_02_16_21_51_06_993.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_51_06_993.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_51_06_993.jpg, 0, 1, 0, 30.19035
D:\simulator-windows-64\IMG\center_2019_02_16_21_51_07_242.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_51_07_242.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_51_07_242.jpg, 0.7503741, 1, 0, 30.12835
D:\simulator-windows-64\IMG\center_2019_02_16_21_51_07_458.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_51_07_458.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_51_07_458.jpg, 0.09841681, 1, 0, 30.19209
D:\simulator-windows-64\IMG\center_2019_02_16_21_51_07_622.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_51_07_622.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_51_07_622.jpg, 0, 1, 0, 30.19024
D:\simulator-windows-64\IMG\center_2019_02_16_21_51_07_789.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_51_07_789.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_51_07_789.jpg, 0, 1, 0, 30.19029
D:\simulator-windows-64\IMG\center_2019_02_16_21_51_08_041.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_51_08_041.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_51_08_041.jpg, -0.745459, 1, 0, 30.12924
D:\simulator-windows-64\IMG\center_2019_02_16_21_51_08_317.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_51_08_317.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_51_08_317.jpg, 0, 1, 0, 30.18976
D:\simulator-windows-64\IMG\center_2019_02_16_21_51_08_615.jpg, D:\simulator-windows-64\IMG\left_2019_02_16_21_51_08_615.jpg, D:\simulator-windows-64\IMG\right_2019_02_16_21_51_08_615.jpg, 0, 1, 0, 30.19029
